"game_id","season","era","home_team_name","away_team_name","home_team_id","away_team_id","true_home","bye","mnf","tnf","point_diff","spread_line","days_since_last_game_home_team","days_since_last_game_away_team"
2003100502,2003,"2002-10","ATL","MIN",2,21,1,0,0,0,-13,-4.5,7,7
2003101300,2003,"2002-10","LA","ATL",17,2,1,1,0,0,36,10,15,8
2003101909,2003,"2002-10","ATL","NO",2,23,1,0,-1,0,-28,-3,6,7
2003110205,2003,"2002-10","ATL","PHI",2,26,1,1,0,0,-7,-6,14,7
2003110907,2003,"2002-10","NYG","ATL",24,2,1,0,0,0,-20,11.5,7,7
2003111608,2003,"2002-10","NO","ATL",23,2,1,1,0,0,3,9,14,7
2003112314,2003,"2002-10","ATL","TEN",2,31,1,0,0,0,-7,-6.5,7,7
2003113007,2003,"2002-10","HOU","ATL",13,2,1,0,0,0,4,3,7,7
2003120714,2003,"2002-10","ATL","CAR",2,5,1,0,0,0,6,-1,7,7
2003121400,2003,"2002-10","IND","ATL",14,2,1,0,0,0,31,7.5,7,7
2003122000,2003,"2002-10","TB","ATL",30,2,1,0,0,0,-2,6.5,6,6
2003122804,2003,"2002-10","ATL","JAX",2,15,1,0,0,0,7,2.5,8,7
2003090703,2003,"2002-10","PIT","BAL",27,3,1,0,0,0,19,4,NA,NA
2003091401,2003,"2002-10","BAL","CLE",3,8,1,0,0,0,20,2.5,7,7
2003092102,2003,"2002-10","LAC","BAL",18,3,1,0,0,0,-14,1.5,7,7
2003092802,2003,"2002-10","BAL","KC",3,16,1,0,0,0,-7,-3,7,7
2003101900,2003,"2002-10","CIN","BAL",7,3,1,1,0,0,8,-1,14,7
2003102608,2003,"2002-10","BAL","DEN",3,10,1,0,0,0,20,2.5,7,7
2003110201,2003,"2002-10","BAL","JAX",3,15,1,0,0,0,7,7,7,7
2003110906,2003,"2002-10","LA","BAL",17,3,1,0,0,0,11,6.5,7,7
2003111601,2003,"2002-10","MIA","BAL",20,3,1,0,0,0,3,5,7,7
2003112311,2003,"2002-10","BAL","SEA",3,28,1,0,0,0,3,3,7,7
2003113010,2003,"2002-10","BAL","SF",3,29,1,0,0,0,38,3,7,7
2003120704,2003,"2002-10","BAL","CIN",3,7,1,0,0,0,18,5,7,7
2003121414,2003,"2002-10","LV","BAL",19,3,1,0,0,0,8,-7,7,7
2003122100,2003,"2002-10","CLE","BAL",8,3,1,0,0,0,-35,-3,7,7
2003122812,2003,"2002-10","BAL","PIT",3,27,1,0,0,0,3,6,7,7
2003090707,2003,"2002-10","BUF","NE",4,22,1,0,0,0,31,1,NA,NA
2003091400,2003,"2002-10","JAX","BUF",15,4,1,0,0,0,-21,-3,7,7
2003092103,2003,"2002-10","MIA","BUF",20,4,1,0,0,0,10,3,7,7
2003092803,2003,"2002-10","BUF","PHI",4,26,1,-1,0,0,-10,3,7,14
2003100507,2003,"2002-10","BUF","CIN",4,7,1,0,0,0,6,7,7,7
2003101205,2003,"2002-10","NYJ","BUF",25,4,1,1,0,0,27,-1,14,7
2003101911,2003,"2002-10","BUF","WAS",4,32,1,0,0,0,17,3,7,7
2003102606,2003,"2002-10","KC","BUF",16,4,1,0,-1,0,33,5.5,6,7
2003110905,2003,"2002-10","DAL","BUF",9,4,1,-1,0,0,4,4,7,14
